10	20	1
11	21.5	1
12	23	1
13	24.5	1
14	26	1
15	27.5	1
16	29	1
17	30.5	1
18	32	1
19	33.5	1
20	35	2
21	38.75	2
22	42.5	2
23	46.25	2
24	50	2
30	50	3
31	50	4
33	50	5
